ID;Image;Name(Kanji);Name(Hiragana);Name(Romaji);Name(Localised);Nickname;Gender;Passive ID;Role;Game;Position;Alt Position;Element;Preferred Playstyle;First 3 Moves Learnt;Shot AT;Focus AT;Focus DF;Scramble AT;Scramble DF;Castle Wall DF;KP;Main Path;Alternate Paths
1524;#NAME?;;;Chieri Koyama;Erica Hogland;;女 (Female);;選手 (Player);;FW;MF;林 (Forest);Justice;"Power Shot
Afterimage
Freeze Shot";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1525;#NAME?;;;Niina Sakaguchi;Ramona Wriston;;女 (Female);;選手 (Player);;MF;FW;山 (Mountain);Counter;"Power Shot
Dash Accelerator
Spectacle Crash";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1526;#NAME?;;;Hisahiko Shigeno;Mark Izushy;;男 (Male);;選手 (Player);;GK;MF;山 (Mountain);Breach;"Power Catch
Kangaroo Kick
Table-Turner";165;0;0;181;177;186;0;Keep > Offense;"Keep > Keep
Offense > Offense"
1527;#NAME?;;;Kazuhisa Nitta;Vince Tinct;;男 (Male);;選手 (Player);;GK;MF;風 (Wind);Breach;"Strong Punch
Whirlwind Twister
Whirlwind";165;0;0;181;177;186;0;Keep > Offense;"Keep > Keep
Offense > Offense"
1528;#NAME?;;;Setsuka Tomioka;Daryl Floor;;女 (Female);;選手 (Player);;FW;MF;火 (Fire);Bond;"Heel Flick
Grenade Shot
Foul Offence 3";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1529;#NAME?;;;Nayu Seizan;Becca Pilgreen;;女 (Female);;選手 (Player);;DF;MF;林 (Forest);Tension;"Deceptive Step
Quick Draw
Matador Feint";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1530;#NAME?;;;Hideaki Ikeda;Langley Span;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Rough Play;"Cunning Pull
Bewildered
Iron Wall";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1531;#NAME?;;;Ryohei Asakura;Swithin Sainte;;男 (Male);;選手 (Player);;MF;DF;風 (Wind);Bond;"Curving Cut
Flurry Dash
The Tower";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
1532;#NAME?;;;Yoshinori Umikawa;Dan Cawarry;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Rough Play;"Low Drive
Double Touch
Steeple Shot";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1533;#NAME?;;;Tetsuro Ogino;Hans Freesing;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Bond;"Crosscut Feint
Spinning Cut
Dash Storm";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1534;#NAME?;;;Masamitsu Saita;Peter Fakhoury;;男 (Male);;選手 (Player);;MF;DF;風 (Wind);Justice;"Dust Kick
Coil Turn
Heaven's Time";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
1535;#NAME?;;;Hidemitsu Sase;Steve Sancey;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Tension;"Feint Dash
Rolling Kick
Clone Faker";194;0;0;172;171;163;0;Offense > Shoot;"Offense > Offense
Shoot > Shoot"
1536;#NAME?;;;Yuta Tada;Michael Gibe;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Rough Play;"Curving Cut
Illusory Ball
Spider Web";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1537;#NAME?;;;Mato Nakano;Skeet Blaston;;男 (Male);;選手 (Player);;MF;DF;山 (Mountain);Rough Play;"Curving Cut
Kangaroo Kick
Stone Prison";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
1538;#NAME?;;;Tadaharu Toriyama;Achilles Chinner;;男 (Male);;選手 (Player);;GK;DF;山 (Mountain);Counter;"Mighty Save
Gravitation
Flash Upper";165;0;0;181;177;186;0;Keep > Defense;"Keep > Keep
Defense > Defense"
1539;#NAME?;;;Fumikazu Niida;Scott Tickle;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Counter;"Feint Play
Super Armadillo
Circus Block";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1540;#NAME?;;;Fumitoshi Nakashima;Junior Cage;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Counter;"Deceptive Step
Fake Ball
Ultra Moon";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1541;#NAME?;;;Kazuyuki Nishimura;Terry Namby;;男 (Male);;選手 (Player);;FW;DF;山 (Mountain);Rough Play;"Rolling Steal
Gaia Break
No Escape";214;0;0;158;160;152;0;Defense > Shoot;"Shoot > Shoot
Defense > Defense"
1542;#NAME?;;;Shigeo Niwayama;Joe Chugger;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Rough Play;"Heel Flick
Flame Dance
Dog Run";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1543;#NAME?;;;Shota Hiura;Sonny Cinders;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Bond;"Cunning Pull
Whirlwind Twister
The Tower";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1544;#NAME?;;;Yasuo Hakusan;Cash Winfall;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Tension;"Heel Flick
Flame Dance
Heel Drop";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1545;#NAME?;;;Rui Hamamoto;Lou Fauntleroy;;男 (Male);;選手 (Player);;MF;FW;山 (Mountain);Justice;"Low Drive
Super Armadillo
Slingshot";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1546;#NAME?;;;Bian Hasegawa;Carol Chanter;;女 (Female);;選手 (Player);;DF;MF;火 (Fire);Breach;"Dust Kick
Ignited Steal
Dog Run";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1547;#NAME?;;;Yuya Hayashi;Guy Kogan;;男 (Male);;選手 (Player);;DF;FW;風 (Wind);Bond;"Shoulder Tackle
Condor Dive
Cyclone";162;0;0;199;195;186;0;Defense > Shoot;"Defense > Defense
Shoot > Shoot"
1548;#NAME?;;;Kazuki Higasa;Max Motto;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Counter;"Deceptive Step
Wrath Shot
Ultra Moon";194;0;0;172;171;163;0;Offense > Shoot;"Offense > Offense
Shoot > Shoot"
1549;#NAME?;;;Yasuhiro Hijii;Perry Postiche;;男 (Male);;選手 (Player);;GK;FW;火 (Fire);Bond;"Will-o'-the-Wisp Shot
Fireball Knuckle
Patriot Shot";165;0;0;181;174;183;0;Shoot > Keep;"Keep > Keep
Shoot > Shoot"
1550;#NAME?;;;Ryutaro Hiraiwa;Nelson Levene;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Breach;"Deceptive Step
The Wall
Mole Fake";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1551;#NAME?;;;Kojiro Higuchi;Kurt Sermons;;男 (Male);;選手 (Player);;GK;MF;山 (Mountain);Breach;"Strong Punch
Monkey Turn
Toughness Block";165;0;0;181;177;186;0;Keep > Offense;"Keep > Keep
Offense > Offense"
1552;#NAME?;;;Ginji Hiramatsu;Ed Hartsell;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Counter;"Shoulder Tackle
Aurora Dribble
Hurricane Arrows";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1553;#NAME?;;;Mitsuhisa Fukuda;Chester Takes;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Justice;"Low Drive
Afterimage
Freeze Shot";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1554;#NAME?;;;Shoji Funayama;Curtis Rebell;;男 (Male);;選手 (Player);;FW;DF;火 (Fire);Counter;"Feint Play
Grenade Shot
Shooting Star";214;0;0;158;160;152;0;Defense > Shoot;"Shoot > Shoot
Defense > Defense"
1555;#NAME?;;;Toru Hejima;Cody Fink;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Rough Play;"Dust Kick
Rolling Kick
Ultra Moon";194;0;0;172;171;163;0;Offense > Shoot;"Offense > Offense
Shoot > Shoot"
1556;#NAME?;;;Miu Honma;Siria Chattsley;;女 (Female);;選手 (Player);;FW;MF;火 (Fire);Breach;"Bounce Shot
Meteor Shower
RC Shot";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1557;#NAME?;;;Shota Masaike;Darren Catt;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Bond;"Nutmeg
God Knows
Aikido";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1558;#NAME?;;;Tadatoki Masuda;Garry Planer;;男 (Male);;選手 (Player);;GK;MF;山 (Mountain);Rough Play;"Power Catch
Kangaroo Kick
Hammer of Fury";165;0;0;181;177;186;0;Keep > Offense;"Keep > Keep
Offense > Offense"
1559;#NAME?;;;Yoshito Matsuura;Glenn Broth;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Justice;"Cunning Pull
Flurry Dash
Cyclone";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1560;#NAME?;;;Yasuyuki Morikoshi;Harry Angue;;男 (Male);;選手 (Player);;DF;FW;風 (Wind);Bond;"Rolling Steal
Cross Drive
Cyclone";162;0;0;199;195;186;0;Defense > Shoot;"Defense > Defense
Shoot > Shoot"
1561;#NAME?;;;Yu Hatakeyama;Benny Terra;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Tension;"Nutmeg
Dragon Crash
Clone Faker";194;0;0;172;171;163;0;Offense > Shoot;"Offense > Offense
Shoot > Shoot"
1562;#NAME?;;;Risa Maruyama;Jasmine Veile;;女 (Female);;選手 (Player);;FW;MF;火 (Fire);Bond;"Power Shot
Meteor Shower
Hellfire";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1563;#NAME?;;;Neiro Yasojima;Belle Allure;;女 (Female);;選手 (Player);;MF;DF;風 (Wind);Justice;"Crosscut Feint
Land of Ice
Heaven's Time";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
1564;#NAME?;;;Hideto Yamada;Doug Lapp;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Tension;"Dust Kick
Earthquake
Three-Legged Rush";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1565;#NAME?;;;Keisuke Yokoyama;Eric Motter;;男 (Male);;選手 (Player);;GK;DF;山 (Mountain);Justice;"Strong Punch
Sumo Stomp
Sliding Goal";165;0;0;181;177;186;0;Keep > Defense;"Keep > Keep
Defense > Defense"
1566;#NAME?;;;Kazuhito Yoshida;Gyll Netters;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Rough Play;"Deceptive Step
Northern Impact
Dash Storm";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1567;#NAME?;;;Naomi Aiyama;Farrah Fairway;;女 (Female);;選手 (Player);;FW;MF;火 (Fire);Tension;"Nutmeg
Grenade Shot
Foul Offence 3";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1568;#NAME?;;;Uika Abo;Jess Winkles;;女 (Female);;選手 (Player);;FW;MF;山 (Mountain);Rough Play;"Nutmeg
Gaia Break
Three-Legged Rush";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1569;#NAME?;;;Nozomi Uno;Barbara Clector;;女 (Female);;選手 (Player);;DF;FW;山 (Mountain);Breach;"Will-o'-the-Wisp Shot
Earthquake
Slingshot";155;0;0;209;205;194;0;Shoot > Defense;"Defense > Defense
Shoot > Shoot"
1570;#NAME?;;;Kunie Oshimoto;Marilyn Henshaw;;女 (Female);;選手 (Player);;GK;FW;山 (Mountain);Rough Play;"Low Drive
Burnout
Paladin Strike";165;0;0;181;174;183;0;Shoot > Keep;"Keep > Keep
Shoot > Shoot"
1571;#NAME?;;;Suiren Kajima;Nancy Pickney;;女 (Female);;選手 (Player);;DF;MF;林 (Forest);Justice;"Deceptive Step
Quick Draw
Clone Faker";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1572;#NAME?;;;Shugo Kadooka;Clay Turnor;;男 (Male);;選手 (Player);;GK;MF;火 (Fire);Tension;"Power Catch
Double Touch
Double Rocket";165;0;0;181;177;186;0;Keep > Offense;"Keep > Keep
Offense > Offense"
1573;#NAME?;;;Keisaku Kawataka;Horace Shlock;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Tension;"Crosscut Feint
Grenade Shot
Foul Offence 3";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1574;#NAME?;;;Hayaka Kishikawa;Sabrina Passman;;女 (Female);;選手 (Player);;FW;MF;山 (Mountain);Breach;"Bounce Shot
Kangaroo Kick
Kung Fu Fighting";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1575;#NAME?;;;Hisashi Kugiya;Harpo Thermier;;男 (Male);;選手 (Player);;MF;DF;風 (Wind);Breach;"Feint Play
Whirlwind Twister
Hurricane Arrows";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
1576;#NAME?;;;Naoki Goseki;August Dyers;;男 (Male);;選手 (Player);;MF;DF;火 (Fire);Counter;"Rolling Steal
Double Touch
Racing Flame";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
1577;#NAME?;;;Tomoya Saruwatari;Nev Puffer;;男 (Male);;選手 (Player);;DF;MF;林 (Forest);Breach;"Cunning Pull
Afterimage
Harvest";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1578;#NAME?;;;Hayuru Shirasaka;Elata Mighty;;女 (Female);;選手 (Player);;DF;MF;火 (Fire);Bond;"Crosscut Feint
Super Sumo Stomp
Heel Drop";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1579;#NAME?;;;Kazunori Soda;Ben Danna;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Tension;"Feint Dash
Grenade Shot
Scorching Tackle";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1580;#NAME?;;;Tsukika Somemiya;Elsa Roamer;;女 (Female);;選手 (Player);;FW;DF;山 (Mountain);Justice;"Feint Play
Tarzan Kick
Bamboo Pattern";214;0;0;158;160;152;0;Defense > Shoot;"Shoot > Shoot
Defense > Defense"
1581;#NAME?;;;Yachiho Taketani;Archy Seago;;男 (Male);;選手 (Player);;FW;DF;風 (Wind);Tension;"Rolling Steal
Cross Drive
Double Cyclone";214;0;0;158;160;152;0;Defense > Shoot;"Shoot > Shoot
Defense > Defense"
1582;#NAME?;;;Toshinori Tamoto;Erhardt Knead;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Justice;"Cunning Pull
Monkey Turn
Bamboo Pattern";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1583;#NAME?;;;Hisako Shintaku;Lynne Mandel;;女 (Female);;選手 (Player);;MF;FW;山 (Mountain);Rough Play;"Power Shot
Kangaroo Kick
Slingshot";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1584;#NAME?;;;Kenta Dogami;Craig Placid;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Counter;"Dust Kick
Grenade Shot
Foul Offence 3";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1585;#NAME?;;;Taka Nakazato;Leon Morcey;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Tension;"Deceptive Step
Gravitation
Mole Fake";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1586;#NAME?;;;Kenshi Hakuo;Dom Edarry;;男 (Male);;選手 (Player);;MF;DF;山 (Mountain);Bond;"Nutmeg
Earthquake
Three-Legged Rush";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
1587;#NAME?;;;Atsunori Kyusei;Jay Asher;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Rough Play;"Deceptive Step
The Wall
Three-Legged Rush";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1588;#NAME?;;;Kosaku Hanabuki;Toby Cohill;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Rough Play;"Feint Dash
Photon Crash
Foul Offence 3";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1589;#NAME?;;;Nunoka Fujieda;Nolene Ider;;女 (Female);;選手 (Player);;MF;DF;林 (Forest);Tension;"Nutmeg
Fake Ball
Clone Faker";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
1590;#NAME?;;;Mineo Fuyama;Hoots Knightly;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Tension;"Crosscut Feint
Blade Attack
Aikido";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1591;#NAME?;;;Kazuo Hamada;Bash Beaton;;男 (Male);;選手 (Player);;FW;MF;山 (Mountain);Rough Play;"Dust Kick
Tarzan Kick
Mole Fake";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1592;#NAME?;;;Seiichi Manaka;Terry Toolan;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Rough Play;"Crosscut Feint
Condor Dive
Aikido";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1593;#NAME?;;;Atsushi Mitsuki;Callum Biddy;;男 (Male);;選手 (Player);;MF;GK;山 (Mountain);Bond;"Power Catch
Monkey Turn
Capoeira Grab";194;0;0;168;170;152;0;Keep > Offense;"Offense > Offense
Keep > Keep"
1594;#NAME?;;;Natsuhiko Suzaku;Alan Sumner;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Bond;"Dust Kick
Gravitation
Three-Legged Rush";162;0;0;216;212;200;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1595;#NAME?;;;Hoshihi Miwa;Trixy Wonder;;女 (Female);;選手 (Player);;MF;DF;風 (Wind);Breach;"Rolling Steal
Water Veil
Whirlwind Force";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
1596;#NAME?;;;Koshiro Mochimaru;Colet First;;男 (Male);;選手 (Player);;DF;FW;林 (Forest);Justice;"Curving Cut
Dragon Crash
Shadow Stitch";162;0;0;199;195;186;0;Defense > Shoot;"Defense > Defense
Shoot > Shoot"
1597;#NAME?;;;Shogo Yuki;Mac Gabbon;;男 (Male);;選手 (Player);;FW;DF;林 (Forest);Justice;"Will-o'-the-Wisp Shot
Killer Slide
Mirage Shot";205;0;0;168;171;159;0;Shoot > Defense;"Shoot > Shoot
Defense > Defense"
1598;#NAME?;;;Hisashi Yoshimi;Tip Bolster;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Justice;"Curving Cut
Lightning Bolt
Volcano Cut";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1599;#NAME?;;;Kihachi Ryuyo;Draco Scallon;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Justice;"Nutmeg
Spiral Shot
Heaven's Time";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1600;#NAME?;;;Maana Awaguchi;Sofia Brashier;;女 (Female);;選手 (Player);;FW;MF;火 (Fire);Bond;"Heel Flick
Grenade Shot
Heel Drop";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1601;#NAME?;;;Shizue Enami;Tam Boyish;;女 (Female);;選手 (Player);;MF;DF;風 (Wind);Justice;"Feint Dash
Frozen Steal
Aikido";194;0;0;172;171;163;0;Offense > Defense;"Offense > Offense
Defense > Defense"
1602;#NAME?;;;Nobuji Okumiya;Mat Halled;;男 (Male);;選手 (Player);;DF;MF;火 (Fire);Bond;"Crosscut Feint
Ignited Steal
Dog Run";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1603;#NAME?;;;Nobuaki Ishido;James Strang;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Breach;"Crosscut Feint
Grenade Shot
Heel Drop";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1604;#NAME?;;;Yoshimasa Kiminami;Ian Watchen;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Breach;"Heel Flick
Wrath Shot
Ultra Moon";194;0;0;172;171;163;0;Offense > Shoot;"Offense > Offense
Shoot > Shoot"
1605;#NAME?;;;Mao Kurashima;Rose Snelgrove;;女 (Female);;選手 (Player);;DF;MF;風 (Wind);Rough Play;"Deceptive Step
Coil Turn
Dash Storm";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1606;#NAME?;;;Hirokazu Sada;Bert Emmerson;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Breach;"Deceptive Step
Grenade Shot
Foul Offence 3";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1607;#NAME?;;;Shigeya Shuho;Irving Gusher;;男 (Male);;選手 (Player);;FW;MF;風 (Wind);Breach;"Dust Kick
Spinning Shot
Heaven's Time";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1608;#NAME?;;;Koya Shozu;Lionel Silent;;男 (Male);;選手 (Player);;GK;MF;火 (Fire);Counter;"Deceptive Step
Burnout
Heel Drop";165;0;0;181;174;183;0;Offense > Keep;"Keep > Keep
Offense > Offense"
1609;#NAME?;;;Tameo Daigami;Owen Rage;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Breach;"Rolling Steal
Monkey Turn
Iron Wall";162;0;0;199;195;186;0;Defense > Offense;"Defense > Defense
Offense > Offense"
1610;#NAME?;;;Kamui Chiri;Alice Nutty;;女 (Female);;選手 (Player);;DF;MF;火 (Fire);Bond;"Feint Dash
Flame Dance
Foul Offence 3";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1611;#NAME?;;;Goki Torihara;Conrad Jacket;;男 (Male);;選手 (Player);;MF;DF;山 (Mountain);Tension;"Curving Cut
Dash Accelerator
Circus Block";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
1612;#NAME?;;;Fukumi Nakane;Hilda Bronski;;女 (Female);;選手 (Player);;FW;MF;火 (Fire);Tension;"Will-o'-the-Wisp Shot
Meteor Shower
Fire Tornado";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1613;#NAME?;;;Shinpei Nihira;Clint Peacock;;男 (Male);;選手 (Player);;MF;FW;山 (Mountain);Breach;"Bounce Shot
Bewildered
Spectacle Crash";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1614;#NAME?;;;Ryunosuke Haru;Pace Maker;;男 (Male);;選手 (Player);;FW;DF;火 (Fire);Tension;"Curving Cut
Grenade Shot
Zigzag Flame";214;0;0;158;160;152;0;Defense > Shoot;"Shoot > Shoot
Defense > Defense"
1615;#NAME?;;;Yoko Fukukawa;Vanity Percy;;女 (Female);;選手 (Player);;GK;DF;山 (Mountain);Justice;"Strong Punch
Gravitation
Wood Chopper";165;0;0;181;177;186;0;Keep > Defense;"Keep > Keep
Defense > Defense"
1616;#NAME?;;;Taketo Furuichi;Phil Pagoda;;男 (Male);;選手 (Player);;GK;FW;山 (Mountain);Breach;"Mighty Save
Gaia Break
Colosseum Guard";165;0;0;181;177;186;0;Keep > Shoot;"Keep > Keep
Shoot > Shoot"
1617;#NAME?;;;Yuiko Maki;Niki Colbeck;;女 (Female);;選手 (Player);;DF;MF;火 (Fire);Counter;"Deceptive Step
Super Sumo Stomp
Dog Run";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1618;#NAME?;;;Toshiharu Masaoka;Guy Pinnay;;男 (Male);;選手 (Player);;MF;FW;林 (Forest);Bond;"Bounce Shot
Illusory Ball
Run Ball Run";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1619;#NAME?;;;Yasuhiko Miyamaru;Wayne Fluke;;男 (Male);;選手 (Player);;GK;DF;山 (Mountain);Rough Play;"Rolling Steal
God Hand
Iron Wall";165;0;0;181;174;183;0;Defense > Keep;"Keep > Keep
Defense > Defense"
1620;#NAME?;;;Hidefumi Shikauchi;Red Dayers;;男 (Male);;選手 (Player);;DF;MF;山 (Mountain);Justice;"Deceptive Step
Gravitation
Three-Legged Rush";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1621;#NAME?;;;Masaichi Yoshikuni;Shay Diebold;;男 (Male);;選手 (Player);;FW;MF;林 (Forest);Justice;"Heel Flick
Rolling Kick
Ultra Moon";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1622;#NAME?;;;Shirotsugu Toranishi;Tigh Gerwhite;;男 (Male);;選手 (Player);;FW;MF;山 (Mountain);Justice;"Will-o'-the-Wisp Shot
Super Armadillo
Slingshot";205;0;0;168;171;159;0;Shoot > Offense;"Shoot > Shoot
Offense > Offense"
1623;#NAME?;;;Akemi Jakuna;Cerise Crane;;女 (Female);;選手 (Player);;MF;FW;火 (Fire);Breach;"Bounce Shot
Meteor Shower
Hellfire";194;0;0;168;170;152;0;Shoot > Offense;"Offense > Offense
Shoot > Shoot"
1624;#NAME?;;;Seishiro Ryudo;Drack Gorn;;男 (Male);;選手 (Player);;DF;FW;風 (Wind);Breach;"Low Drive
Coil Turn
The Typhoon";155;0;0;209;205;194;0;Shoot > Defense;"Defense > Defense
Shoot > Shoot"
1625;#NAME?;;;Genso Takekita;Terry Pinn;;男 (Male);;選手 (Player);;GK;MF;林 (Forest);Counter;"Heel Flick
Wormhole
Matador Feint";165;0;0;181;174;183;0;Offense > Keep;"Keep > Keep
Offense > Offense"
1626;#NAME?;;;Terufumi Kakumaru;Justin Cush;;男 (Male);;選手 (Player);;GK;MF;火 (Fire);Breach;"Deceptive Step
Drill Smasher
Dog Run";165;0;0;181;174;183;0;Offense > Keep;"Keep > Keep
Offense > Offense"
1627;#NAME?;;;Kunizo Nakato;Bert McClure;;男 (Male);;選手 (Player);;DF;MF;風 (Wind);Breach;"Crosscut Feint
Spinning Cut
Dash Storm";155;0;0;209;205;194;0;Offense > Defense;"Defense > Defense
Offense > Offense"
1628;#NAME?;;;Zenchiku Wani;Richard Trogg;;男 (Male);;選手 (Player);;FW;MF;火 (Fire);Rough Play;"Crosscut Feint
Grenade Shot
Heel Drop";214;0;0;158;160;152;0;Offense > Shoot;"Shoot > Shoot
Offense > Offense"
1629;#NAME?;;;Doko Masuyama;Shirly Quirk;;女 (Female);;選手 (Player);;DF;FW;風 (Wind);Rough Play;"Bounce Shot
Spinning Cut
Inazuma Drop";155;0;0;209;205;194;0;Shoot > Defense;"Defense > Defense
Shoot > Shoot"
1630;#NAME?;;;Akinobu Miyakita;Elias Lens;;男 (Male);;選手 (Player);;MF;DF;林 (Forest);Justice;"Shoulder Tackle
Afterimage
Spider Web";194;0;0;168;170;152;0;Defense > Offense;"Offense > Offense
Defense > Defense"
