ID,Colonne 2,ImageURL,Name,Nickname,GenderIcon1,Gender,ElementIcon,Element,PositionIcon,Position,CharacterRole,AgeGroup,SchoolYear,Team,Team2,Game,3DviewURL,HowToObtain,Description,IE1,IE2,IE3,Go1,Go2,Go3,ARES,ORION,VIC,KIck,Control,Technique,Pressure,Physical,Agility,Intelligence,NameJP,NicknameJP,GenderJP,ElementJP,PositionJP,CharacterRoleJP,AgeGroupJP,SchoolYearJP,TeamJP,Team2JP,HowToObtainJP,DescriptionJP
266,,https://dxi4wb638ujep.cloudfront.net/1/k/8/p/8pj0vlkzzv0.png,Dan Rhino,Rhino,,Male,,Mountain,,MF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8zP3aKC,???,A gentle giant loved by everybody.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,兜 角雄,兜,男,山,MF,選手,中学生,二年生,無所属,,???,気は優しくて力持ち。 みんなから好かれている。
267,,https://dxi4wb638ujep.cloudfront.net/1/k/-/i/-iko78y12t0.png,Vin Fleetwood,Fleetwood,,Male,,Wind,,FW,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8vP3aKC,???,Loves collecting school rumors— especially ones about teachers.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,調 半次,調,男,風,FW,選手,中学生,一年生,無所属,,???,学校中のウワサを集め 先生の弱点も握っているらしい。
268,,https://dxi4wb638ujep.cloudfront.net/1/k/p/g/pgvjwd-pbgc.png,George Winters,Winters,,Male,,Forest,,FW,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8rP3aKC,???,One of the Junior League's Four Emperors. He'll thread shots given only a sliver of space.,○,○,○,×,○,○,×,×,○,?,?,?,?,?,?,?,玄武 冬樹,玄武,男,林,FW,選手,中学生,二年生,無所属,,???,どんなシュートコースをも狙えるという ジュニアサッカー界 四天王の１人。
269,,https://dxi4wb638ujep.cloudfront.net/1/k/v/p/vp28felhuas.png,Den Hidden,Hidden,,Male,,Mountain,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8nP3aKC,???,A dark horse who's always happy if he gets noticed for a change.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,土野 小太郎,土野,男,山,GK,選手,中学生,三年生,無所属,,???,めったに人前に現れないので 見つけると幸運になると言われている。
270,,https://dxi4wb638ujep.cloudfront.net/1/k/e/n/enhdoht9dze.png,Shaun Imago,Imago,,Male,,Wind,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8jP3aKC,???,He floats like a butterfly whenever he gets on the pitch.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,蝶野 真宇,蝶野,男,風,DF,選手,中学生,二年生,無所属,,???,スポーツをしているときも まるでチョウのような綺麗な動きをする。
271,,https://dxi4wb638ujep.cloudfront.net/1/k/q/n/qn4fzsufkms.png,Joe Straiter,Straiter,,Male,,Fire,,GK,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8fP3aKC,???,"He's a doer, not a thinker. Gets tunnel vision when he concentrates.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,前田 剛,剛,男,火,GK,選手,中学生,二年生,無所属,,???,とにかくまっすぐ突き進むタイプ。 熱中すると周りが見えない。
272,,https://dxi4wb638ujep.cloudfront.net/1/k/b/l/bljk0tilj_e.png,Rupert Spiers,Spiers,,Male,,Wind,,MF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mz8bP3aKC,???,"Excels in a straight sprint, but useless if he has to turn.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,槍野 育生,槍野,男,風,MF,選手,中学生,二年生,無所属,,???,まっすぐに走るのは とても速いが カーブはうまく曲がれないんだ。
273,,https://dxi4wb638ujep.cloudfront.net/1/k/1/n/1nspusbsotk.png,Mark Sudor,Sudor,,Male,,Mountain,,GK,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mzs_P3aKC,???,Constantly drinks water to keep up with how much he sweats.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,彩雲 強,彩雲,男,山,GK,選手,中学生,一年生,無所属,,???,汗っかきなので いつも水を飲んでいる。 水が切れると動かなくなる。
274,,https://dxi4wb638ujep.cloudfront.net/1/k/e/l/eljidtnwfgm.png,Ringo Stagg,Stagg,,Male,,Wind,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mzs7P3aKC,???,An old friend of Dan Rhino's. Seems to think they're rivals.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,桑形 刃,桑形,男,風,DF,選手,中学生,二年生,無所属,,???,兜角雄の幼なじみ。 勝手に兜をライバルだと思っている。
275,,https://dxi4wb638ujep.cloudfront.net/1/k/k/k/kka9qwsewa8.png,Jody MacGough,MacGough,,Male,,Mountain,,DF,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mzs3P3aKC,???,He was given his name because of his father's love of baseball.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,矢野 球児,球児,男,山,DF,選手,中学生,一年生,無所属,,???,お父さんが大の野球好きで こんな名前になった。
276,,https://dxi4wb638ujep.cloudfront.net/1/k/v/i/vixc9p0kdzu.png,Jeeves Dropper,Dropper,,Male,,Wind,,MF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzszP3aKC,???,An expert in laboriously rounding up information on opposing teams.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,伊能 忠,伊能,男,風,MF,選手,中学生,二年生,無所属,,???,こつこつと歩き回って 相手チームの情報を集めるのが得意。
277,,https://dxi4wb638ujep.cloudfront.net/1/k/x/d/xd2atwmiy1u.png,Dan Dandy,Dandy,,Male,,Wind,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzsvP3aKC,???,His years as a high jumper gave him the ability to jump like a rocket.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,団土 弾,弾,男,風,DF,選手,中学生,二年生,無所属,,???,走り高跳びの選手で ロケットのように高く跳ぶことができる。
278,,https://dxi4wb638ujep.cloudfront.net/1/k/m/r/mrhh-pay1g8.png,Rory Boomer,Boomer,,Male,,Mountain,,MF,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzsrP3aKC,???,"His voice booms like thunder, so his friends often use earplugs.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,雷鳴 仁,雷鳴,男,山,MF,選手,中学生,三年生,無所属,,???,声が雷のようにデカくて 周りの友達は いつも耳栓をしている。
279,,https://dxi4wb638ujep.cloudfront.net/1/k/g/e/gekut016amm.png,Tim Toppel,Toppel,,Male,,Forest,,GK,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzsnP3aKC,???,"He may be small and light, but he can upset even the biggest players.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,有海 直央,アルミ,男,林,GK,選手,中学生,一年生,無所属,,???,体は軽いけど 大きな選手のチャージにもビクともしない。
280,,https://dxi4wb638ujep.cloudfront.net/1/k/3/s/3sv1altatvk.png,Ames Shivers,Shivers,,Male,,Forest,,GK,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzsjP3aKC,???,"People think of him as being cold, but he does care about his friends.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,大久保 俊生,大久保,男,林,GK,選手,中学生,二年生,無所属,,???,冷たいヤツだと思われているが 実はいつも友達のことを考えている。
281,,https://dxi4wb638ujep.cloudfront.net/1/k/d/g/dgqtxgqikqm.png,Chris Glover,Glover,,Male,,Forest,,MF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzsfP3aKC,???,Wears gloves all the time to protect his hands. Feels weird without them.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,小手川 練,小手川,男,林,MF,選手,中学生,二年生,無所属,,???,試合以外でも いつも手袋をしている。 外すと感覚が狂うとか。
282,,https://dxi4wb638ujep.cloudfront.net/1/k/y/u/yubmc52ynzk.png,Thor Toise,Toise,,Male,,Mountain,,MF,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzsbP3aKC,???,"He may be a little slow, but he's a master at shielding the ball.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,亀田 ぽん太,ぽん太,男,山,MF,選手,中学生,一年生,無所属,,???,動きは遅いけど ボールに食らいついたら離さない！
283,,https://dxi4wb638ujep.cloudfront.net/1/k/8/g/8guhywctymm.png,Colin Salts,Salts,,Male,,Forest,,FW,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mzc_P3aKC,???,Unrivalled at verbal abuse. He won't stop until someone's in tears.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,羽生 辰巳,羽生,男,林,FW,選手,中学生,一年生,無所属,,???,口ゲンカでは無敵。 相手が泣くまでやめないらしい。
284,,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nulmfp6x1_k.png,Christian Dear,Dear,,Male,,Forest,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mzc7P3aKC,???,"Loves new things. Whatever it is, he has to buy it.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,高杉 晋太郎,高杉,男,林,DF,選手,中学生,二年生,無所属,,???,新しいもの好きで 新製品といえば 買わずにはいられないらしい。
285,,https://dxi4wb638ujep.cloudfront.net/1/k/t/b/tbgtmspfafu.png,Iggy Loyaller,Loyaller,,Male,,Forest,,FW,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mzc3P3aKC,???,Has a profound sense of loyalty. He makes friends for life.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,楠木 昌成,楠木,男,林,FW,選手,中学生,三年生,無所属,,???,義理人情に厚く 一度信じた人間は 絶対に裏切らない。
286,,https://dxi4wb638ujep.cloudfront.net/1/k/c/p/cp3yhtplts8.png,Conan Fox,Fox,,Male,,Mountain,,GK,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzczP3aKC,???,His size belies his fear of dogs. Even puppies send him scrambling.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,信濃 望,信濃,男,山,GK,選手,中学生,二年生,無所属,,???,大きい体をしているのに 犬が苦手で 子犬でも逃げてしまう。
287,,https://dxi4wb638ujep.cloudfront.net/1/k/e/i/eiwup07joq8.png,Spike Coiffs,Coiffs,,Male,,Wind,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzcvP3aKC,???,He spends every morning lovingly gelling his trademark spiky hair.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,伊賀 栗之助,伊賀,男,風,DF,選手,中学生,二年生,無所属,,???,つんつんヘアーがトレードマーク。 毎朝 整髪料で立てている。
288,,https://dxi4wb638ujep.cloudfront.net/1/k/v/g/vgbpildzfzu.png,Roger Rocket,Rocket,,Male,,Wind,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzcrP3aKC,???,Claims to be able to run so fast that he leaves a vacuum.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,鎌井 達夫,鎌井,男,風,DF,選手,中学生,二年生,無所属,,???,走りがすごく速くて 走った後には真空ができるらしい。
289,,https://dxi4wb638ujep.cloudfront.net/1/k/p/p/ppi6xwo7w5k.png,Bill Teller,Teller,,Male,,Forest,,DF,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzcnP3aKC,???,The grandson of a famous archer. He never misses his target.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,那須 与一,与一,男,林,DF,選手,中学生,一年生,無所属,,???,弓の名人の孫。 受け継いだ技は どんな的も外さないらしい。
290,,https://dxi4wb638ujep.cloudfront.net/1/k/-/n/-ntbcpobdkm.png,Billy Nomates,Nomates,,Male,,Forest,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzcjP3aKC,???,"This dour soul prefers his own company. Just as well, since he has no friends.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,金剛 新,金剛,男,林,GK,選手,中学生,三年生,無所属,,???,ほとんど友達がいない一匹狼。 いつも不機嫌そうな顔をしている。
291,,https://dxi4wb638ujep.cloudfront.net/1/k/k/n/knsdtknj61k.png,Harry Caine,Caine,,Male,,Wind,,GK,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzcfP3aKC,???,Runs around on the windiest days. Probably born in a hurricane.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,風向 拓斗,風向,男,風,GK,選手,中学生,二年生,無所属,,???,風の強い日にも 喜んで走り回る 風の申し子。
292,,https://dxi4wb638ujep.cloudfront.net/1/k/7/l/7ldiabrzxgm.png,Martin Sheller,Sheller,,Male,,Fire,,FW,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzcbP3aKC,???,"Always acts like one of the boys, but clams up in front of girls.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,鎌桐 蒼人,鎌桐,男,火,FW,選手,中学生,三年生,無所属,,???,男には威張り散らしているのに 女の子が来ると急におとなしくなる。
293,,https://dxi4wb638ujep.cloudfront.net/1/k/v/n/vngvaaiq2qs.png,Alfie Fine,Fine,,Male,,Forest,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzM_P3aKC,???,He and his brothers all work part-time to support their poor family.,○,○,○,×,○,○,×,×,○,?,?,?,?,?,?,?,毛利 元気,毛利,男,林,GK,選手,中学生,三年生,無所属,,???,貧しい家を支えるため ３人兄弟全員で 工夫をこらした節約をしている。
294,,https://dxi4wb638ujep.cloudfront.net/1/k/k/l/kl3o3leqbze.png,Cameron Mann,Mann,,Male,,Mountain,,MF,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzM7P3aKC,???,His dream is to have one of his sports photos published one day.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,写楽 庄司,写楽,男,山,MF,選手,中学生,一年生,無所属,,???,いつか 自分の撮ったスポーツ写真が 雑誌を飾ることを夢見ている。
295,,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/eku7k4xiu50.png,Don Keys,Keys,,Male,,Fire,,FW,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzM3P3aKC,???,"Stubborn as a mule. Once he makes his mind up, he won't change it.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,定規 頑,じょうぎ,男,火,FW,選手,中学生,三年生,無所属,,???,融通が利かなくてガンコ者。 思い込んだら 考えを変えない。
296,,https://dxi4wb638ujep.cloudfront.net/1/k/1/i/1ilajhxydkc.png,Sonny East,East,,Male,,Forest,,GK,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMzP3aKC,???,"He's always first to get to school, but it's a mystery why...",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,東 昇,東,男,林,GK,選手,中学生,二年生,無所属,,???,朝一番に登校してくるが それが何のためなのかはナゾ。
297,,https://dxi4wb638ujep.cloudfront.net/1/k/3/d/3dignef0gmc.png,Dan Carpenter,Carpenter,,Male,,Mountain,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMvP3aKC,???,Decided to give up football once he takes up the family business.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,羅城門 藤次,らじょう,男,山,GK,選手,中学生,三年生,無所属,,???,家業の大工を継ぐため サッカーは中学までと決めている。
298,,https://dxi4wb638ujep.cloudfront.net/1/k/g/r/grtnkhjor_0.png,Doug Walker,Walker,,Male,,Mountain,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMrP3aKC,???,"Loves walking small dogs. Combined with his giant size, it's a real sight.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,西郷 隆,西郷,男,山,GK,選手,中学生,三年生,無所属,,???,子犬と散歩するのが大好き。 でも 体が大きいのでアンバランス。
299,,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/mewsz8wgefe.png,Frank Drake,Drake,,Male,,Wind,,DF,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMnP3aKC,???,He loves the ocean. His dream is to sail the seven seas.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,坂本 良,坂本,男,風,DF,選手,中学生,二年生,無所属,,???,海が大好きなノンビリ屋。 世界を船で回るのが夢。
300,,https://dxi4wb638ujep.cloudfront.net/1/k/x/s/xsbz0dw8zss.png,Chris Massey,Massey,,Male,,Forest,,DF,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMjP3aKC,???,"He leads several after-school clubs, so he's always busy.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,師走 洋次,師走,男,林,DF,選手,中学生,三年生,無所属,,???,３つの委員会の役員を掛け持ちしているので いつも忙しそう。
301,,https://dxi4wb638ujep.cloudfront.net/1/k/j/g/jg-rfozeute.png,Carl Sacks,Sacks,,Male,,Mountain,,FW,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMfP3aKC,???,What's in that large bag he's always carrying around? Nobody knows.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,布袋 一人,布袋,男,山,FW,選手,中学生,三年生,無所属,,???,いつも大きな袋を持っているが 中に何があるのかは誰も知らない。
302,,https://dxi4wb638ujep.cloudfront.net/1/k/s/u/supkoxvk5gs.png,Biff Beeston,Beeston,,Male,,Forest,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_MzMbP3aKC,???,"He may be big, but he's as agile as a bee in the air. (A very big bee.)",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,蜂須賀 シン,蜂須賀,男,林,GK,選手,中学生,三年生,無所属,,???,体は大きいけど ハチのように鋭い突撃をしてくる。
303,,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqzbl0mu4zc.png,Lou Beigh,Beigh,,Male,,Forest,,GK,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8_P3aKC,???,"Obsessed with ancient Chinese history, he quite fancies founding his own dynasty.",○,○,○,×,○,○,×,×,○,?,?,?,?,?,?,?,三国 賢士,三国,男,林,GK,選手,中学生,一年生,無所属,,???,三国志の登場人物である趙雲が好きで 彼のように 主を探しているらしい。
304,,https://dxi4wb638ujep.cloudfront.net/1/k/f/4/f4o6mlauva0.png,Marv Errick,Errick,,Male,,Fire,,GK,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My87P3aKC,???,He hates playing conventionally and sometimes even ignores the rules.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,石倉 輝信,石倉,男,火,GK,選手,中学生,二年生,無所属,,???,型にとらわれたプレイが大嫌い。 でも ときどきルールまで無視するのは問題。
305,,https://dxi4wb638ujep.cloudfront.net/1/k/_/x/_xlp1w1cgge.png,Bob Whittle,Whittle,,Male,,Wind,,FW,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My83P3aKC,???,He's loved to travel ever since he was born on a transatlantic flight.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,風来 康太,風来,男,風,FW,選手,中学生,一年生,無所属,,???,旅行中に生まれたせいか 本人もいつも あちこち旅をしている。
306,,https://dxi4wb638ujep.cloudfront.net/1/k/o/_/o_6uyptmnts.png,Bert Neptune,Neptune,,Male,,Forest,,MF,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8zP3aKC,???,"Born into a prominent family, he is now a bigwig on the student council.",○,○,○,×,○,○,×,×,○,?,?,?,?,?,?,?,海皇 星児,海皇,男,林,MF,選手,中学生,三年生,無所属,,???,名門の家に生まれた 優秀なお坊ちゃま。 学校では生徒会に所属し がんばっている。
307,,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/me9y2wbkivs.png,Sol Crater,Crater,,Male,,Fire,,FW,Player,Middle School,Grade 8,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8vP3aKC,???,"Usually dormant, but prone to explosive bouts of rage.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,阿蘇 燃,阿蘇,男,火,FW,選手,中学生,二年生,無所属,,???,普段はおとなしいけど 怒ると大噴火して手がつけられなくなる。
308,,https://dxi4wb638ujep.cloudfront.net/1/k/9/2/92mtbpnwlme.png,Percy Coldstair,Coldstair,,Male,,Forest,,DF,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8rP3aKC,???,"His gaze can freeze you in your tracks, but he actually likes children and is good at caring for others.",○,○,○,×,○,○,×,×,○,?,?,?,?,?,?,?,冷泉 錐,冷泉,男,林,DF,選手,中学生,三年生,無所属,,???,キツい目つきでみんなに怖がられているが 実は子ども好きで とても面倒見の良い性格。
309,,https://dxi4wb638ujep.cloudfront.net/1/k/d/z/dzvmiss4qg0.png,Dusky Sunfield,Sunfield,,Male,,Wind,,MF,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8nP3aKC,???,Loves the sun. Often seen running around and soaking up the sunshine.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,向日葵 まこと,向日葵,男,風,MF,選手,中学生,一年生,無所属,,???,お日さまが大好きで 日焼けしながら いつも外で走り回っている。
310,,https://dxi4wb638ujep.cloudfront.net/1/k/s/x/sxehlt0c91c.png,Rocky Shears,Shears,,Male,,Mountain,,GK,Player,Middle School,Grade 7,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8jP3aKC,???,"Has never won a single game of rock, paper, scissors in his life.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,三宅 力丸,力丸,男,山,GK,選手,中学生,一年生,無所属,,???,生まれてから今まで一度も じゃんけんで勝ったことがない。
311,,https://dxi4wb638ujep.cloudfront.net/1/k/y/b/ybhfug3gak0.png,Percy Stent,Stent,,Male,,Fire,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8fP3aKC,???,A sore loser who never gives up until he wins.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,常磐 勝男,勝男,男,火,GK,選手,中学生,三年生,無所属,,???,負けることが大嫌いで 勝つまで何度も勝負を挑む。
312,,https://dxi4wb638ujep.cloudfront.net/1/k/p/z/pzq-5fra35c.png,Art Pendragon,Pendragon,,Male,,Wind,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_My8bP3aKC,???,He seriously believes he's the reincarnation of a mythical beast.,○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,龍野 寵児,龍野,男,風,GK,選手,中学生,三年生,無所属,,???,自分は伝説の竜の生まれ変わりと 信じ込んでいる。
313,,https://dxi4wb638ujep.cloudfront.net/1/k/h/b/hblzjeytwv8.png,Dom Ittory,Ittory,,Male,,Mountain,,GK,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mys_P3aKC,???,"The subject of many rumors, some say he lived at school for a whole month.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,卯月 一,卯月,男,山,GK,選手,中学生,三年生,無所属,,???,学校に１ヵ月住んでいた…など ウソみたいな伝説を持つ。
314,,https://dxi4wb638ujep.cloudfront.net/1/k/2/z/2z6soh-p7mu.png,Chaz Biggins,Biggins,,Male,,Mountain,,FW,Player,Middle School,Grade 9,Unaffiliated,,Inazuma Eleven,/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Mys7P3aKC,???,"His mouth is so big, he can fit his entire fist into it.",○,○,○,×,×,×,×,×,○,?,?,?,?,?,?,?,近藤 勇夫,近藤,男,山,FW,選手,中学生,三年生,無所属,,???,口が大きくて 自分のげんこつを 口の中に入れることができるぞ。
